anchor,positive,negative,lang
ಆ ಪೇಂಟಿಂಗ್ ನ ಬಣ್ಣಗಳು ಕುರೂಪವಾಗಿತ್ತು.,ಆ ಪೇಂಟಿಂಗ್ ನ ಬಣ್ಣಗಳು ಸುಂದರವಾಗಿಲ್ಲ,ಆ ಪೇಂಟಿಂಗ್ ನ ಬಣ್ಣಗಳು ಸುಂದರವಾಗಿತ್ತು,kn
Ikulu ya rais ni manukato usiku na mchana,Ikulu ya rais inanukia usiku na mchana,Ikulu ya rais inanuka usiku na mchana,sw
Urafiki wao ni kama wa chanda na pete.,Urafiki wao ni wa amani na upendo.,Urafiki wao ni wa vita na vurugu.,sw
कोट के बटन चावल के दाने से लग रहे थे। ,कोट के बटन बहुत छोटे थे। ,कोट के बटन बहुत बड़े थे। ,hi
Iṣu ẹni ló ń tọwọ̀ ẹni bọ epo,Ènìyàn ẹni náà ló lè kó ọlá bá ẹni,Ènìyàn ẹni náà ló lè kó àbùkù bá ẹni,yo
तुम मिटटी के घड़े से हो।,तुम बहुत कमजोर हो। ,तुम बहुत मजबूत हो। ,hi
रजनीश के घर में संगीत ऐसे बजता है जैसे डिस्कोथेक।,रजनीश के घर में संगीत बहुत ऊँचा बजता है। ,रजनीश के घर में संगीत बहुत धीमे बजता है। ,hi
Pergi ke Bandung namun tidak wisata kuliner bagai makan tanpa minum.,Pergi ke Bandung namun tidak wisata kuliner ada yang kurang.,Pergi ke Bandung namun tidak wisata kuliner tidak ada yang salah.,id
Sinema za Nairobi zina bei ghali kama nguo za mitumba,Sinema za Nairobi si za be ghali,Sinema za Nairobi zina bei ghali sana,sw
Ọ̀pọ̀lọpọ̀ àwọn ènìyàn ni wọ́n ti kọjá lọ,Ọ̀pọ̀lọpọ̀ àwọn ènìyàn ni wọ́n wà láàyè,Ọ̀pọ̀lọpọ̀ àwọn ènìyàn ni wọ́n ti kú,yo
Mamat lumpatna siga kuya.,mamat lumpat siga laun.,mamat lumpat siga gancang,su
Apo ẹ̀pà ẹgbẹ̀rún mẹ́fà ni Mojí yan lálẹ́ àná kin tó sùn,Ẹ̀pà tó pọ̀ ni Mojí yan lálẹ́ àná,Ẹ̀pà ni Mojí jẹ lálẹ́ àná,yo
dawa ile ya tumbo ni asali,ni tamu,ni chungu sana,sw
"The average person has the emotions of a complex, sentient mammal",The average person has many emotions,The average person has no emotions,en_dev
राशी अपनी सहेली के साथ कैक्टस की तरह पेश आती थी।,राशी अपनी सहेली के साथ बहुत कड़वाहट से रहती थी।,राशी अपनी सहेली के साथ बहुत प्यार से रहती थी।,hi
Igi tí wọ́n fi pa ejó náà rí ràbàtà bí i igi ìrókò,Igi náà tóbi gan,Igi náà kò tóbi gan,yo
Anggone nyambut gawe Allia kaya banteng ketaton,Anggone nyambut gawe Allia Cepet banget,Anggone nyambut gawe Allia alon banget,jv
Ukame ulitanda mgongoni mwake wakati wa mazoezi,Hakutokwa na jasho jingi wakati wa mazoezi,Alitokwa jasho jingi wakati wa mazoezi,sw
wakulima wamekuwa tai baada ya kupalilia,wana matumaini ya kuvuna,hawana matumaini yoyote,sw
The book is as interesting as time travel.,The book is incredible.,The book is beyond boring.,en_dev
Bar sepedahan tekan nggunung boyok rasane kaya dilindes trek,Bar sepedahan tekan nggunung boyok rasane keju kabeh,Bar sepedahan tekan nggunung boyok rasane penak,jv
ಅದು ಬೇವಿಗಿಂತಲೂ ಕಹಿಯಾಗಿದೆ,ಅದು ಕಹಿಯಾಗಿತ್ತು,ಅದು ಸಿಹಿಯಾಗಿತ್ತು,kn
Ngendong sawengi ge bawaan teh kawas jalmi nu bade pindahan,Ngendong sawengi ge bawaan teh seueur,Ngendong sawengi ge bawaan teh teu aya.,su
"Semakin dewasa, sosial media seperti daun yang jatuh di halaman.","Semakin dewasa, sosial media menjadi tidak penting.","Semakin dewasa, sosial media menjadi berharga.",id
रसोइये सा जानकार है। ,उसको सिर्फ अपना काम आता है। ,उसका ज्ञान बहुत ज्यादा है। ,hi
He was as dangerous as a flea,He was not dangerous,He was very dangerous,en_dev
विधा पढाई में चाँद की तरह चमकती है।,विधा को जब पढ़ाओ नहीं वह पड़ती नहीं है।,विधा पढ़ाओ में बहुत होशियार है।,hi
उसकी दूकान पैंट सी लम्बी है। ,उसकी दूकान बहुत बड़ी है। ,उसकी दूकान बहुत छोटी है। ,hi
वो चाँद की तरह लग रही थी।,वो बहुत गोरी लग रही थी। ,वो बहुत काली लग रही थी। ,hi
Adé ti tẹtí sí ọ̀rọ̀ náà,Adé ń jàmí níyàn,Adé ń gbọ́ tèmi,yo
"Mendengar ucapannya, aku merasa seperti ditusuk belati.",Ucapan yang menyakitkan.,Ucapan yang menyenangkan.,id
That haunted house has a fear factor of being force fed roaches by a zombie,The haunted house was scary and sickening,The haunted house was mild and tame,en_dev
Ọmọ yìí tí ń wọgbọ́ atú lọ láti ìgbà tó tí ń bá àwọn ọ̀rẹ́ burúkú rìn,Ọmọ yìí fẹ́ lọ sùn sí inú igbó,Ọmọ yìí ti ń ṣìnà/Ọmọ yìí ti ń rin ìrìnkurìn,yo
Umemaliza shule ukakuwa maarufu kama rais wa nchi,Umemaliza shule na ukakuwa maarufu hivi punde,Umemaliza shule na hakuna anayekutambua,sw
Suasana kelas matematika seperti pesta ulang tahun.,Suasana kelas matematika ramai dan berisik .,Suasana kelas matematika sepi dan hening .,id
ಆ ಜಾಗವು ಸುರಂಗದಂತೆ ಎತ್ತರವಾಗಿತ್ತು,ಆ ಜಾಗ ಎತ್ತರದಲ್ಲಿಲ್ಲ,ಆ ಜಾಗ ಎತ್ತರದಲ್ಲಿದೆ,kn
Àwọn ará ìlú ri pé Ìgbín ni Ṣẹ́gun,Ọ̀lẹ ni Ṣẹ́gun,Ṣẹ́gun ní ìgboyà,yo
The book has the depth of The Mariana Trench,The book is profound,The book is simplistic,en_dev
Zimwi likujualo halikuli likakwisha,Hakuna jambo lenye mwisho,Hakuna jambo lisilokua na mwisho,sw
Nalika sesrawungan Pak Jemani lan Paiman kaya mimi lan mituna,Nalika sesrawungan Pak Jemani lan Paiman akur banget,Nalika sesrawungan Pak Jemani lan Paiman ora bisa akur,jv
This house is as big as Abraham Lincoln's log cabin,The house is small.,The house is big.,en_dev
Baginya pekerjaan itu bagaikan membanting tulang.,Baginya pekerjaan itu sulit.,Baginya pekerjaan itu mudah.,id
The house is as enchanting as a castle,the house is pretty,the house is ugly,en_dev
ಆ ಸಂಗೀತವು ಕೇಳಲು ಕರ್ಕಶವಾಗಿದೆ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿಲ್ಲ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿದೆ,kn
"Ketika Geisha menyanyi, dia seolah membius semua penonton.",Nyanyian Geisha memukau bagi penonton.,Nyanyian Geisha menjijikkan bagi penonton.,id
ಈ ಕಾರ್ಯಕ್ರಮವು ಮ್ಯಾಜಿಕ್ ನಂತೆ ಭಯಾನಕವಾಗಿದೆ,ಈ ಕಾರ್ಯಕ್ರಮವು ಭಯಾನಕವಾಗಿದೆ,ಈ ಕಾರ್ಯಕ್ರಮವು ಭಯಾನಕವಾಗಿಲ್ಲ,kn
The dog is as courageous as an entire army.,The dog is very brave.,The dog is cowardly.,en_dev
Pikirannya bak kaca rumah yang baru selesai dibersihkan.,Pikirannya jernih.,Pikirannya keruh.,id
नशे ने उसे ज़िन्दगी का अहसास करवाया। ,नशे से उसे ख़ुशी का अहसास हुआ।,नशे से उसे दुःख का अहसास हुआ। ,hi
Koleksi bukunya sudah seperti toko kelontong.,Koleksi bukunya sudah bolong-bolong.,Koleksi bukunya sudah lengkap.,id
"lamun aya masalah, hidup teh karasa keur jalan tol.","lamun aya masalah, hidup teh karasa keur mulus.","lamun aya masalah, hidup teh karasa keurteu lancar",su
Asep lumpatna kawas keong.,Asep lumpatna lila.,Asep lumpatna gancang,su
Upami keur lebaran di Bogor mah suasanana kos ulin ka pasar peuting.,Bogor keur lebaran mah réa.,Bogor keur lebaran mah jempling,su
उसकी आवाज में लता मंगेशकर का दर्द है। ,उसकी आवाज दिल को छू जाती है।  ,उसकी आवाज को कोई याद नहीं रखता।   ,hi
Amani ni kama mwanadamu kupaa,Haiwezekani kuwa na amani,Inawezekana kuwa na amani,sw
ಈ ನಗರ ಸ್ಲಂ ನಂತೆ ಶುಚಿಯಾಗಿದೆ,ಈ ನಗರ ಶುಚಿಯಾಗಿಲ್ಲ,ಈ ನಗರ ಶುಚಿಯಾಗಿದೆ,kn
Suara Rano semerdu hujan .,Suara Rano bagus .,Suara Rano Jelek .,id
ಅದು ಬೆಂಗಳೂರಿನಂತೆ ಐತಿಹಾಸಿಕ ನಗರ,ಅದು ಐತಿಹಾಸಿಕ ನಗರವಲ್ಲ,ಅದು ಐತಿಹಾಸಿಕ ನಗರ,kn
Your momma is a hot air balloon.,Your momma is bloated.,Your momma is sexy.,en_dev
ಅವರು ರಾಜಕಾರಣಿಯಂತೆ ಪ್ರಭಾವಿ ವ್ಯಕ್ತಿಯಾಗಿದ್ದಾರೆ,ಅವರು ಪ್ರಭಾವಿ,ಅವರು ಪ್ರಭಾವಿಯಲ್ಲ,kn
ऋषभ बकरी सा चलाक था।,ऋषभ बहुत ज्यादा भोला था।,ऋषभ बहुत ज्यादा चलाक था।,hi
I found the book to be as interesting as a rote scientific lecture,I found the book to be very boring,I found the book to be very interesting,en_dev
Raine koncoku kaya dalane deso ora roto akeh krikile,Raine koncoku kasar,Raine koncoku mulus,jv
उसकी नज़रें चिड़िया की तरह तेज हैं।,उसकी नजरें बहुत तेज नहीं हैं। ,उसकी नजरें बहुत तेज हैं।,hi
Mengambil pendidikan S3 ibarat berjalan di taman bunga.,Mengambil pendidikan S3 menyenangkan.,Mengambil pendidikan S3 menderita.,id
Adé ń pariwo bí i eni tí ajá bùjẹ,Adé kò pariwo rárá,Adé ń pariwo gan,yo
Biaya listrik makin kiwari makin kos porosotan.,Biaya listrik makin kiwari makin turun.,Biaya listrik makin kiwari makin naek,su
Tetangga baru gayanya setinggi sandal jepit.,"Tetangga baru  mati gaya, norak, kampungan.",Tetangga baru banyak gaya.,id
ಘಟನೆಯು  ಶಾಂತಿಯಂತೆ ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿರಲಿಲ್ಲ,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿತ್ತು,kn
Tulisanmu sudah seperti hasil gambar anak TK.,Tulisanmu berantakan.,Tulisanmu rapi.,id
Ike omi kan ṣoṣo ni Àdìsá pọn kó tó lọ sí ilé ìwé láàárọ̀ yìí,Omi díẹ̀ ni Àdìsá pọn,Àdìsá pọn omi púpọ̀,yo
Bahagia itu adalah berkumpul bersama keluarga tersayang.,Bahagia itu bersifat nonmaterial.,Bahagia itu bersifat material.,id
Kamu tidur seperti ibu menyusui yang bayinya rewel.,Kamu tidur dengan tidak nyenyak.,Kamu tidur dengan sangat nyenyak.,id
Mawazo yakeyalikuwa dhaifu kama glasi.,Alikuwa hana uhakika na mawazo yake,Alikuwa na uhakika na mawazo yake,sw
The music was loud like a siren.,The music was very loud.,The music was very quiet.,en_dev
Wanawkwaya wale wana sauti mbaya kama chura,Wanakwaya wale hawana sauti za kuimba,Wanakwaya wale wana sauti nyororo na ya kupendeza,sw
ಆ ಊಟವು ರಾಗಿಮುದ್ದೆಯಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಊಟ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಊಟ ಆರೋಗ್ಯಕರವಾಗಿರಲಿಲ್ಲ,kn
Dia memanggilku seperti pencuri yang takut ketahuan.,Dia memanggilku dengan berbisik.,Dia memanggilku dengan berteriak.,id
ನನ್ನ ಹೊಸ ಬಟ್ಟೆಯೂ ವುಲನ್ ನಂತೆ ಮೃದುವಾಗಿದೆ,ಹೊಸ ಬಟ್ಟೆ ಮೃದುವಾಗಿದೆ,ಹೊಸ ಬಟ್ಟೆ ಮೃದುವಾಗಿಲ್ಲ,kn
Antony alilelewa akuwe imara kama simba,Antony alilelewa asiwategemee wengine,Antony alilelewa awategemee wengine,sw
Kata-katanya membuatku merasa seperti diberi setumpuk tugas yang harus selesai besok.,Kata-katanya membuatku merasa gelisah.,Kata-katanya membuatku merasa tenang.,id
Alikuwa kama meli iliyoachwa.,Alikuwa msichana mpweke.,Alikuwa msichana maarufu.,sw
वह जमीन तेल की तरह चकिनी हो गई। ,उस जमीन पर सब फिसलने लगे। ,उस जमीन से पैर कटने लगे। ,hi
Sampo si mama jieun buuk sapertos kasetrum listrik.,Sampo si mama jieun buuk kasar.,Sampo si mama jieun buuk alus,su
askari yule hajakuwa kiriba,ana tumbo la kawaida,ana tumbo nene,sw
ಅದು ಹಣ್ಣಿನಂತೆ ಕೊಳೆಯುವುದಿಲ್ಲ,ಅದು ಕೊಳೆಯುತ್ತದೆ,ಅದು ಕೊಳೆಯುವುದಿಲ್ಲ,kn
ಅವರು ಓದುಗರಂತೆ ಹೆಚ್ಚು ಕಾವ್ಯಾತ್ಮಕರಾಗಿದ್ದಾರೆ,ಅವರು ಹೆಚ್ಚು ಕಾವ್ಯಾತ್ಮಕರಾಗಿಲ್ಲ,ಅವರು ಹೆಚ್ಚು ಕಾವ್ಯಾತ್ಮಕರಾಗಿದ್ದಾರೆ,kn
Ò ń tọwọ́ bọ̀ mí lénu,Ó ń fẹ̀sọ̀ mú mi sọ̀rọ̀,Ó ń fagídí mú mi sọ̀rọ̀,yo
baada ya kufeli mtihani amekuwa filauni,mwenye majuto sana,ana furaha,sw
दीपक उगते चाँद की तरह चमका। ,दीपक की किस्मत बुरी है। ,दीपक की किस्मत ज़ोरो पर है। ,hi
She had the dedication of a tectonic plate,She applies pressure consistently and over time.,She is flighty and unfocused,en_dev
ಅವರ ಅನುಭವ ಭಾವಿಯಷ್ಟು ಅಗಾಧ,ಅವರ ಅನುಭವ ಅಗಾಧವಾಗಿರಲಿಲ್ಲ,ಅವರ ಅನುಭವ ಅಗಾಧ,kn
Beras miskin adalah simbol kemelaratan yang memilukan bagi sebagian besar warga Indonesia.,Beras miskin adalah simbol kemiskinan bagi sebagian besar warga Indonesia.,Beras miskin adalah simbol kekayaan bagi sebagian besar warga Indonesia.,id
Tisu merek eta mah saalus selimut orok,Tisu merek eta mah alus,Tisu merek eta mah kasar.,su
Kadaharan eta réstoran karasaeun sapertos masakan di rumah sakit.,Kadaharan eta réstoran karasaeun sapertos masakan di teu karasa nanaon.,Kadaharan eta réstoran karasaeun sapertos masakan di lezat,su
chumba kile kimekuwa klabu,kina kelele nyingi,kimenyamaza sana,sw
Langitnya tampak seperti wajah anak kecil yang kalah dalam permainan.,Cuacanya mendung.,Cuacanya cerah.,id
Ìdòwù́ wararo,Ìdòwú dúró,Ìdòwú sálọ,yo
Mama yao ana mdomo mchafu sana,Mama yao ana maneno mabaya,Mama yao ana maneno mazuri,sw
ಹಣ ಕಳುಹಿಸುವುದು ಚೆಕ್ ನಿಂದ ಸುಲಭ,ಹಣ ಕಳುಹಿಸುವುದು ಸುಲಭವಲ್ಲ,ಹಣ ಕಳುಹಿಸುವುದು ಸುಲಭ,kn
"Zaman sekarang, mencari orang jujur bagai  mencari bunga di taman.",Mencari orang jujur mudah.,Mencari orang jujur sulit.,id
Chakula kilikuwa kuzimu.,Chakula ni moto sana.,Chakula ni baridi sana.,sw
ಅವನ ಹಾದಿ ಮುಳ್ಳಿನಿಂದ ಕೂಡಿದೆ,ಅವನ ಹಾದಿ ಕಷ್ಟ,ಅವನ ಹಾದಿ ಕಷ್ಟವಲ್ಲ,kn
Nasihat dari gurunya bagaikan batu kali.,Nasihat dari gurunya tidak bermakna.,Nasihat dari gurunya bermakna.,id
उसकी कला ऐसी है जैसे इंदरधनुष। ,उसकी कला बहुत ही बकवास है। ,उसकी कला बहुत ही अच्छी है। ,hi
Matt's girlfriend is a vending machine.,Matt's girlfriend is large.,Matt's girlfriend is small.,en_dev
Àwọn ajọ àgbáyé ti fún ààrẹ Bùhárí lóyè tuntun,Àjọ àgbáyé ti yọ ààrẹ Bùhárí kúrò lórí oyè,Àjọ àgbáyé ti fún ààrẹ Bùhárí níṣẹ́ tuntun,yo
वह एक हीरे की तरह चमकीली लगती है!,वह बहुत कोमल दिल की लगती है।,वह बहुत कठोर दिल की लगती है।,hi
The movie has the depth of an all encompassing black hole of outer space.,The movie is profound,The movie is boring,en_dev
Sawise mulih saka griya sakit pasuryane Siti isih kaya abang dluwang,Sawise mulih saka griya sakit pasuryane Siti pucet banget,Sawise mulih saka griya sakit pasuryane Siti cerah banget,jv
