anchor,positive,negative,lang
The spaghetti was as cold as the gaze of an angry parochial school teacher,The spaghetti was cold,The spaghetti was very hot,en_dev
The spaghetti was as cold as a vacation to Hades,The spaghetti was very hot,The spaghetti was cold,en_dev
Her mind was like a safe deposit box,Her mind is closed and secretive,Her mind is wide open and easily accessible,en_dev
Her mind was like a child's toy box,Her mind is wide open and easily accessible,Her mind is closed and secretive,en_dev
The ghost has the invisibility of a shy middle child with an overachieving older brother and a wild and rambunctious younger sister,The ghost is very hard to see,The ghost is very noticeable,en_dev
"The ghost has the invisibility of a bully in a china shop, smashing the china on his victim",The ghost is very noticeable,The ghost is very hard to see,en_dev
Your wit has the sharpness of a blade,Your wit is clever.,Your wit is dull and not clever.,en_dev
Your wit has the sharpness of a stone,Your wit is dull and not clever.,Your wit is clever.,en_dev
She had all the grace and elegance of a ballerina,She is very graceful and elegant.,"She is not graceful or elegant, and in fact is cumbersome and unsophisticated.",en_dev
She had all the grace and elegance of a dump truck,"She is not graceful or elegant, and in fact is cumbersome and unsophisticated.",She is very graceful and elegant.,en_dev
The teacher had the patience of a flea,The teacher was impatient.,The teacher was patient.,en_dev
The teacher had the patience of a tortoise,The teacher was patient.,The teacher was impatient.,en_dev
The dog had the attitude of a yogi,The dog had a calm attitude.,The dog had an aggressive attitude.,en_dev
The dog had the attitude of a military commander,The dog had an aggressive attitude.,The dog had a calm attitude.,en_dev
He could run with the speed of a racehorse.,He was really fast.,He was really slow.,en_dev
He could run with the speed of a elderly tortoise.,He was really slow.,He was really fast.,en_dev
Henry is a golden retriever.,Henry is trustworthy and friendly.,Henry is not friendly or trustworthy.,en_dev
Henry is a cobra.,Henry is not friendly or trustworthy.,Henry is trustworthy and friendly.,en_dev
This cat has the grace of a ballerina.,The cat is extremely graceful.,The cat is clumsy and ungraceful.,en_dev
This cat has the grace of a pig on ice.,The cat is clumsy and ungraceful.,The cat is extremely graceful.,en_dev
The dog is as smart as a bowl of rocks,the dog is dumb,the dog is smart,en_dev
The dog is as smart as a scientist,the dog is smart,the dog is dumb,en_dev
The tax penalty was as heavy as a bowling ball,The tax penalty was very heavy.,The tax penalty was very light.,en_dev
The tax penalty was as heavy as a hairpin,The tax penalty was very light.,The tax penalty was very heavy.,en_dev
The food is as warm as a volcano,The food is hot,the food is cold,en_dev
The food is as warm as ice,the food is cold,The food is hot,en_dev
The road is as flat as a pancake,The road is flat,The road is rolling,en_dev
The road is as flat as a roller coaster,The road is rolling,The road is flat,en_dev
She is as transparent as a window,You can see her intentions,You can't tell what kind of person she is,en_dev
She is as transparent as a wall,You can't tell what kind of person she is,You can see her intentions,en_dev
He has a heart of gold,He has a great deal of concern for others,He doesn't care too much for others,en_dev
He has a heart of coal,He doesn't care too much for others,He has a great deal of concern for others,en_dev
The movie has the tension of a cat in a room full of rocking chairs.,The movie is tense.,The movie's pace is relaxed.,en_dev
The movie has the tension of a wet noodle.,The movie's pace is relaxed.,The movie is tense.,en_dev
the book has the depth of an ant’s bathtub,the story is superficial,the story is profound,en_dev
the book has the depth of the marianna trench,the story is profound,the story is superficial,en_dev
She was as jumpy as a yo-yo string,She was very anxious.,She was very calm.,en_dev
She was as jumpy as a yogi,She was very calm.,She was very anxious.,en_dev
The job pays as good as a Chinese factory,The job pays very little,The job pays excellent.,en_dev
The job pays as good as a politician's pay.,The job pays excellent.,The job pays very little,en_dev
The book is as interesting as counting drips of water,The book is beyond boring.,The book is incredible.,en_dev
The book is as interesting as time travel.,The book is incredible.,The book is beyond boring.,en_dev
The date had all the magic of an exotic tale,The date was intriguing,The date was boring,en_dev
The date had all the magic of a classified ad,The date was boring,The date was intriguing,en_dev
The photography is as beautiful as a sunrise on a crisp autumn day,The photography is beautiful and moving,The photography is ugly and unwanted,en_dev
The photography is as beautiful as a trash heap,The photography is ugly and unwanted,The photography is beautiful and moving,en_dev
The clown has a smile like a cat who just caught a mouse,The clown's smile is wide and happy,"The clown's smile is inexpressive, flat",en_dev
The clown has a smile like a marionette,"The clown's smile is inexpressive, flat",The clown's smile is wide and happy,en_dev
She thinks of him as highly as a full diaper,She thinks he's worthless.,She prizes him.,en_dev
She thinks of him as highly as a diamond,She prizes him.,She thinks he's worthless.,en_dev
His mother's words were littered with garbage.,His mother's words were stupid.,His mother's words were wise.,en_dev
His mother's words were littered with gems.,His mother's words were wise.,His mother's words were stupid.,en_dev
The crowd was filled with wolves.,The crowd had several dangerous leaders.,The crowd had several unthinking followers.,en_dev
The crowd was filled with sheep.,The crowd had several unthinking followers.,The crowd had several dangerous leaders.,en_dev
He eats like a mouse.,He doesn't eat a lot.,He eats a lot.,en_dev
He eats like a dog.,He eats a lot.,He doesn't eat a lot.,en_dev
The rabbit had the softness of an Eider Duck crossbred with a chinchilla,The rabbit feels extremely soft,The rabbit feels rough,en_dev
The rabbit had the softness of the face of a man with 5 o'clock shadow,The rabbit feels rough,The rabbit feels extremely soft,en_dev
The teacher was as amused as a girl on a date with her crush,the teacher was interested,the teacher didn't want to hear anything,en_dev
The teacher was as amused as a judge in the courtroom,the teacher didn't want to hear anything,the teacher was interested,en_dev
The whole series had the depth of a puddle.,The series was boring.,The series was profound.,en_dev
The whole series had the depth of a lake.,The series was profound.,The series was boring.,en_dev
The air had the cleanliness of pre-industrial China,The air is quite clean,The air is filthy,en_dev
The air had the cleanliness of a freshly opened vacuum,The air is filthy,The air is quite clean,en_dev
She is as busy as a beaver.,She is really busy.,She is lazy.,en_dev
She is as busy as a sloth.,She is lazy.,She is really busy.,en_dev
She sings like a song bird.,She sings well.,She sings badly.,en_dev
She sings like a howling cat.,She sings badly.,She sings well.,en_dev
He is as open as a closed door.,He is not open at all.,He is very open.,en_dev
He is as open as a large mall.,He is very open.,He is not open at all.,en_dev
His mood had the permanence of the sun.,His mood never changes.,His mood was always changing.,en_dev
His mood had the permanence of the tide.,His mood was always changing.,His mood never changes.,en_dev
She was hiding like Anne Frank,She was hiding well,She was hiding poorly,en_dev
She was hiding like circus clown,She was hiding poorly,She was hiding well,en_dev
Those facts were like the Bible,Those facts were not true,Those facts were true,en_dev
Those facts were like dictionary,Those facts were true,Those facts were not true,en_dev
The final score of the game ended up being closer than the hair on a dog's tail.,The teams scored similar amounts of points till the end of the game.,The teams did not score similar amounts till the end of the game.,en_dev
